order_id,user_id,order_date,order_status,total_amount,items_count
O00104,U02411,2024-06-13 00:00:00,completed,53.13,6
O00105,U07172,2024-02-07 00:00:00,cancelled,1132.22,4
O00106,U03911,2024-04-03 00:00:00,pending,1772.54,1
O00107,U08742,2024-03-17 00:00:00,pending,703.25,5
O00108,U08985,2024-03-01 00:00:00,completed,930.43,4
O00109,U09555,2024-01-20 00:00:00,completed,1416.72,6
O00110,U05208,2024-08-09 00:00:00,completed,977.46,7
O00111,U04849,2024-06-14 00:00:00,completed,971.44,5
O00112,U03869,2024-10-03 00:00:00,completed,1605.81,1
O00113,U02377,2024-12-21 00:00:00,completed,1491.77,7
O00114,U08681,2024-04-08 00:00:00,cancelled,1605.53,4
O00115,U03421,2024-11-22 00:00:00,cancelled,808.09,6
O00116,U01732,2024-07-08 00:00:00,completed,58.66,7
O00117,U01085,2024-09-24 00:00:00,completed,1682.37,4
O00118,U05863,2024-01-07 00:00:00,completed,724.78,5
O00119,U08080,2024-09-23 00:00:00,completed,348.4,5
O00120,U03609,2024-12-06 00:00:00,completed,101.4,4
O00121,U09146,2024-11-06 00:00:00,pending,813.32,2
O00122,U04654,2024-06-20 00:00:00,cancelled,758.18,3
O00123,U04543,2024-05-05 00:00:00,completed,56.68,3
O00124,U04854,2024-05-19 00:00:00,completed,740.47,1
O00125,U03975,2024-01-26 00:00:00,completed,672.7,5
O00126,U07249,2024-12-03 00:00:00,pending,844.07,5
O00127,U07950,2024-03-21 00:00:00,completed,869.3,5
O00128,U07587,2024-04-17 00:00:00,completed,468.48,3
O00129,U07021,2024-05-19 00:00:00,completed,1749.53,5
O00130,U05651,2024-07-19 00:00:00,completed,1983.54,4
O00131,U03994,2024-03-13 00:00:00,completed,1810.0,7
O00132,U01823,2024-07-28 00:00:00,completed,614.23,4
O00133,U07561,2024-03-24 00:00:00,completed,1639.54,5
O00134,U00386,2024-06-01 00:00:00,completed,160.89,3
O00135,U06610,2024-07-12 00:00:00,cancelled,1093.77,5
O00136,U00693,2024-07-31 00:00:00,completed,1284.74,4
O00137,U03279,2024-02-22 00:00:00,completed,783.28,6
O00138,U04584,2024-10-23 00:00:00,completed,1999.7,2
O00139,U05185,2024-08-22 00:00:00,completed,1273.6,4
O00140,U04707,2024-07-17 00:00:00,completed,1642.68,5
O00141,U07398,2024-05-02 00:00:00,completed,1960.45,4
O00142,U05960,2024-09-14 00:00:00,completed,410.38,2
O00143,U08692,2024-02-25 00:00:00,pending,1520.07,6
O00144,U07321,2024-02-20 00:00:00,cancelled,719.11,5
O00145,U05102,2024-11-08 00:00:00,completed,607.59,6
O00146,U01506,2024-04-17 00:00:00,completed,1374.76,7
O00147,U00637,2024-04-08 00:00:00,completed,791.59,6
O00148,U05455,2024-02-18 00:00:00,completed,509.98,4
O00149,U06933,2024-12-27 00:00:00,refunded,1419.34,3
O00150,U00021,2024-07-16 00:00:00,completed,935.41,2
O00151,U07671,2024-04-23 00:00:00,pending,713.73,4
O00152,U05149,2024-06-06 00:00:00,completed,1970.26,3
O00153,U09076,2024-04-29 00:00:00,completed,1484.37,3
O00154,U08700,2024-02-18 00:00:00,completed,1943.05,4
O00155,U07696,2024-01-01 00:00:00,completed,1903.03,7
O00156,U04869,2024-01-23 00:00:00,completed,325.53,1
O00157,U05718,2024-03-18 00:00:00,completed,1691.56,1
O00158,U08326,2024-02-01 00:00:00,completed,1975.68,4
O00159,U08709,2024-12-17 00:00:00,completed,1418.18,1
O00160,U06226,2024-04-22 00:00:00,completed,592.01,5
O00161,U07539,2024-05-01 00:00:00,completed,453.53,2
O00162,U09063,2024-07-17 00:00:00,refunded,1580.47,5
O00163,U06808,2024-08-06 00:00:00,cancelled,695.93,6
O00164,U04337,2024-06-06 00:00:00,completed,367.58,6
O00165,U03642,2024-09-08 00:00:00,completed,910.89,4
O00166,U00468,2024-07-26 00:00:00,pending,878.93,3
O00167,U00258,2024-11-21 00:00:00,completed,664.97,1
O00168,U02664,2024-07-22 00:00:00,completed,490.04,4
O00169,U02208,2024-03-13 00:00:00,completed,1377.91,3
O00170,U03356,2024-12-30 00:00:00,completed,1409.77,6
O00171,U07367,2024-03-28 00:00:00,completed,1726.47,6
O00172,U07215,2024-10-29 00:00:00,completed,615.18,2
O00173,U02779,2024-08-28 00:00:00,pending,260.35,7
O00174,U08927,2024-04-04 00:00:00,completed,1132.41,1
O00175,U09655,2024-12-05 00:00:00,completed,1165.65,7
O00176,U09227,2024-06-28 00:00:00,completed,116.76,3
O00177,U09529,2024-02-20 00:00:00,completed,1553.66,6
O00178,U01122,2024-07-21 00:00:00,completed,1643.3,2
O00179,U03617,2024-11-10 00:00:00,refunded,959.57,5
O00180,U01027,2024-03-25 00:00:00,completed,142.95,6
O00181,U05790,2024-03-19 00:00:00,cancelled,669.99,4
O00182,U02170,2024-04-04 00:00:00,completed,1658.64,2
O00183,U03596,2024-03-28 00:00:00,completed,346.06,7
O00184,U08381,2024-12-05 00:00:00,pending,1712.2,1
O00185,U04420,2024-06-20 00:00:00,completed,1465.47,6
O00186,U05008,2024-05-26 00:00:00,completed,1213.35,3
O00187,U00156,2024-07-21 00:00:00,completed,1385.35,7
O00188,U04842,2024-06-21 00:00:00,pending,1563.84,3
O00189,U07899,2024-07-05 00:00:00,completed,520.56,1
O00190,U03383,2024-04-24 00:00:00,pending,1802.95,7
O00191,U00113,2024-09-20 00:00:00,completed,1808.67,6
O00192,U08191,2024-08-26 00:00:00,completed,886.14,5
O00193,U01318,2024-02-11 00:00:00,completed,214.88,4
O00194,U02164,2024-12-25 00:00:00,cancelled,1609.59,3
O00195,U05839,2024-11-16 00:00:00,completed,962.6,6
O00196,U01727,2024-05-09 00:00:00,completed,154.95,1
O00197,U03225,2024-11-13 00:00:00,completed,1529.34,1
O00198,U07702,2024-06-01 00:00:00,completed,754.11,6
O00199,U07024,2024-02-13 00:00:00,pending,1617.34,2
O00200,U09613,2024-06-06 00:00:00,cancelled,1395.69,1
O00201,U00194,2024-09-11 00:00:00,completed,1302.97,5
O00202,U04800,2024-03-16 00:00:00,pending,318.24,6
O00203,U05495,2024-02-15 00:00:00,pending,1009.81,1
O00204,U00845,2024-11-24 00:00:00,cancelled,1677.11,7
O00205,U08739,2024-06-04 00:00:00,completed,1805.9,4
O00206,U00199,2024-05-18 00:00:00,completed,1808.23,7
O00207,U02023,2024-10-10 00:00:00,completed,587.45,6
O00208,U07136,2024-12-20 00:00:00,completed,58.51,1
O00209,U00961,2024-09-30 00:00:00,pending,1089.03,7
O00210,U00754,2024-01-15 00:00:00,completed,92.39,5
O00211,U06429,2024-12-07 00:00:00,completed,1627.43,5
O00212,U08255,2024-10-21 00:00:00,completed,328.44,4
O00213,U00343,2024-05-02 00:00:00,completed,1568.27,1
O00214,U08772,2024-12-04 00:00:00,completed,642.24,7
O00215,U07607,2024-10-24 00:00:00,completed,690.51,7
O00216,U08543,2024-05-31 00:00:00,pending,810.29,5
O00217,U04343,2024-02-24 00:00:00,completed,605.19,4
O00218,U00212,2024-04-30 00:00:00,completed,1756.4,7
O00219,U02330,2024-02-02 00:00:00,completed,705.88,1
O00220,U08265,2024-10-22 00:00:00,completed,1455.37,3
O00221,U01689,2024-08-04 00:00:00,completed,1659.63,5
O00222,U08287,2024-10-28 00:00:00,completed,1541.44,5
O00223,U02199,2024-02-27 00:00:00,completed,1849.03,3
O00224,U02911,2024-03-03 00:00:00,completed,628.59,6
O00225,U05964,2024-11-15 00:00:00,completed,1541.7,3
O00226,U09484,2024-05-16 00:00:00,completed,792.79,4
O00227,U03007,2024-04-04 00:00:00,completed,326.25,5
O00228,U08303,2024-03-06 00:00:00,completed,554.34,6
O00229,U09154,2024-03-30 00:00:00,completed,1201.66,6
O00230,U04112,2024-05-24 00:00:00,completed,259.88,2
O00231,U03142,2024-10-05 00:00:00,completed,1426.36,4
O00232,U07342,2024-04-07 00:00:00,pending,1786.81,1
O00233,U02838,2024-05-12 00:00:00,pending,1693.23,7
O00234,U05890,2024-09-02 00:00:00,completed,580.4,5
O00235,U02332,2024-09-18 00:00:00,completed,138.51,3
O00236,U04284,2024-12-25 00:00:00,completed,780.86,1
O00237,U00970,2024-04-09 00:00:00,completed,493.65,2
O00238,U05281,2024-09-29 00:00:00,cancelled,1307.64,3
O00239,U07480,2024-11-11 00:00:00,cancelled,798.06,3
O00240,U01272,2024-05-11 00:00:00,completed,1052.89,6
O00241,U07762,2024-11-01 00:00:00,completed,1367.27,5
O00242,U05003,2024-10-22 00:00:00,completed,1694.37,2
O00243,U04191,2024-12-14 00:00:00,completed,812.08,4
O00244,U09708,2024-11-21 00:00:00,completed,1510.68,3
O00245,U04168,2024-02-18 00:00:00,completed,781.1,6
O00246,U01780,2024-07-06 00:00:00,completed,932.08,5
O00247,U04265,2024-08-29 00:00:00,refunded,1424.09,5
O00248,U01476,2024-04-21 00:00:00,completed,1362.22,2
O00249,U03016,2024-12-22 00:00:00,completed,143.95,3
O00250,U06472,2024-12-21 00:00:00,completed,1992.39,1
O00251,U06256,2024-03-15 00:00:00,completed,1615.17,1
O00252,U09836,2024-12-25 00:00:00,completed,659.14,7
O00253,U07586,2024-08-11 00:00:00,completed,328.64,2
O00254,U04919,2024-03-21 00:00:00,completed,894.46,2
O00255,U06913,2024-12-04 00:00:00,refunded,1382.78,5
O00256,U01452,2024-07-24 00:00:00,completed,1631.98,7
O00257,U05492,2024-07-12 00:00:00,completed,1756.67,1
O00258,U06278,2024-12-04 00:00:00,cancelled,1983.35,4
O00259,U06520,2024-04-14 00:00:00,cancelled,1269.87,2
O00260,U00859,2024-05-25 00:00:00,completed,828.39,3
O00261,U04704,2024-01-21 00:00:00,completed,1820.77,7
O00262,U01781,2024-12-06 00:00:00,refunded,82.47,5
O00263,U06183,2024-04-22 00:00:00,completed,1142.63,1
O00264,U08891,2024-11-17 00:00:00,completed,1899.44,3
O00265,U01318,2024-09-20 00:00:00,completed,1098.12,2
O00266,U03017,2024-02-12 00:00:00,completed,994.18,4
O00267,U06174,2024-06-11 00:00:00,completed,1725.69,6
O00268,U04248,2024-08-11 00:00:00,cancelled,482.77,7
O00269,U03847,2024-12-21 00:00:00,completed,687.64,4
O00270,U07083,2024-10-26 00:00:00,refunded,1290.77,5
O00271,U02620,2024-06-17 00:00:00,completed,288.25,2
O00272,U01854,2024-04-10 00:00:00,completed,1175.15,4
O00273,U07976,2024-05-01 00:00:00,completed,1382.2,6
O00274,U05646,2024-09-15 00:00:00,completed,1671.48,3
O00275,U09067,2024-07-23 00:00:00,completed,1502.06,3
O00276,U06451,2024-02-07 00:00:00,completed,575.65,5
O00277,U09687,2024-07-03 00:00:00,completed,215.17,2
O00278,U02339,2024-05-14 00:00:00,completed,1816.93,2
O00279,U09477,2024-04-27 00:00:00,completed,1759.46,7
O00280,U05048,2024-04-13 00:00:00,cancelled,1400.48,1
O00281,U02706,2024-12-20 00:00:00,completed,1748.98,3
O00282,U09405,2024-06-26 00:00:00,pending,544.16,5
O00283,U01446,2024-09-14 00:00:00,completed,1075.15,5
O00284,U09597,2024-09-06 00:00:00,completed,769.87,3
O00285,U02893,2024-07-01 00:00:00,completed,1102.35,4
O00286,U02981,2024-05-20 00:00:00,completed,1507.65,4
O00287,U02351,2024-11-11 00:00:00,completed,526.41,1
O00288,U04648,2024-06-03 00:00:00,completed,381.38,7
O00289,U07131,2024-10-31 00:00:00,completed,205.19,3
O00290,U04160,2024-06-21 00:00:00,cancelled,868.52,2
O00291,U00591,2024-09-07 00:00:00,pending,1209.74,4
O00292,U02610,2024-07-19 00:00:00,completed,1542.72,3
O00293,U00254,2024-04-02 00:00:00,completed,1369.21,3
O00294,U02446,2024-04-10 00:00:00,cancelled,1167.69,3
O00295,U08198,2024-02-02 00:00:00,completed,596.82,4
O00296,U01360,2024-03-01 00:00:00,completed,1167.52,6
O00297,U05851,2024-05-04 00:00:00,completed,120.12,1
O00298,U04434,2024-09-25 00:00:00,completed,1541.78,5
O00299,U06758,2024-10-07 00:00:00,completed,887.41,2
O00300,U09499,2024-07-03 00:00:00,completed,1151.48,2
O00301,U02787,2024-10-17 00:00:00,completed,660.29,4
O00302,U00489,2024-03-20 00:00:00,completed,1122.24,3
O00303,U09244,2024-08-13 00:00:00,pending,1119.06,6
O00304,U08053,2024-02-12 00:00:00,completed,1850.85,4
O00305,U09099,2024-03-13 00:00:00,completed,694.07,3
O00306,U09853,2024-06-24 00:00:00,completed,1865.9,1
O00307,U05065,2024-12-15 00:00:00,completed,1063.25,2
O00308,U09663,2024-05-04 00:00:00,cancelled,474.24,1
O00309,U09595,2024-12-22 00:00:00,completed,1346.82,4
O00310,U00339,2024-03-05 00:00:00,refunded,1846.21,4
O00311,U06440,2024-09-06 00:00:00,completed,1649.43,3
O00312,U05053,2024-12-16 00:00:00,completed,1304.67,3
O00313,U03803,2024-12-02 00:00:00,completed,1698.05,5
O00314,U01180,2024-11-02 00:00:00,pending,1157.31,1
O00315,U02346,2024-11-20 00:00:00,completed,124.66,1
O00316,U06299,2024-03-26 00:00:00,completed,643.14,5
O00317,U01665,2024-04-06 00:00:00,cancelled,65.41,3
O00318,U09107,2024-02-06 00:00:00,completed,291.07,2
O00319,U00072,2024-06-30 00:00:00,completed,473.44,4
O00320,U00074,2024-07-17 00:00:00,completed,1208.83,7
O00321,U06341,2024-07-22 00:00:00,cancelled,944.14,3
O00322,U05559,2024-08-29 00:00:00,completed,1676.73,7
O00323,U09783,2024-09-03 00:00:00,completed,1198.62,1
O00324,U01150,2024-10-04 00:00:00,completed,419.88,7
O00325,U00101,2024-04-10 00:00:00,pending,616.31,3
O00326,U07734,2024-09-24 00:00:00,completed,1702.28,1
O00327,U01462,2024-07-11 00:00:00,completed,1057.33,1
O00328,U01039,2024-08-28 00:00:00,completed,200.0,3
O00329,U05778,2024-05-14 00:00:00,completed,1157.88,4
O00330,U06251,2024-12-27 00:00:00,pending,649.67,1
O00331,U00833,2024-06-17 00:00:00,completed,1318.96,4
O00332,U07445,2024-12-29 00:00:00,pending,757.84,7
O00333,U01958,2024-01-24 00:00:00,cancelled,629.3,5
O00334,U04769,2024-05-06 00:00:00,completed,1575.9,6
O00335,U04742,2024-07-31 00:00:00,completed,73.06,6
O00336,U03332,2024-08-08 00:00:00,completed,740.94,6
O00337,U01442,2024-09-18 00:00:00,completed,1986.53,6
O00338,U02301,2024-08-21 00:00:00,completed,1834.52,1
O00339,U07736,2024-12-20 00:00:00,completed,1384.81,6
O00340,U05479,2024-06-09 00:00:00,completed,670.83,6
O00341,U00006,2024-11-01 00:00:00,completed,376.35,6
O00342,U08858,2024-07-01 00:00:00,completed,1403.99,7
O00343,U03667,2024-07-19 00:00:00,completed,576.44,6
O00344,U05330,2024-01-22 00:00:00,completed,939.49,5
O00345,U09870,2024-06-20 00:00:00,completed,1486.17,3
O00346,U05809,2024-11-05 00:00:00,completed,1163.25,6
O00347,U07952,2024-06-23 00:00:00,completed,1514.02,1
O00348,U00139,2024-04-26 00:00:00,completed,85.3,7
O00349,U02674,2024-02-06 00:00:00,pending,185.35,6
O00350,U00823,2024-05-09 00:00:00,completed,805.69,4
O00351,U06265,2024-09-10 00:00:00,completed,903.75,7
O00352,U05945,2024-12-11 00:00:00,completed,944.47,7
O00353,U07586,2024-12-24 00:00:00,cancelled,1893.75,3
O00354,U05970,2024-03-30 00:00:00,completed,1085.77,7
O00355,U03448,2024-02-25 00:00:00,completed,74.94,3
O00356,U01971,2024-07-29 00:00:00,completed,815.52,2
O00357,U06663,2024-03-26 00:00:00,completed,1360.53,6
O00358,U07666,2024-12-10 00:00:00,completed,952.5,5
O00359,U09548,2024-03-13 00:00:00,completed,1216.68,1
O00360,U08593,2024-12-13 00:00:00,pending,689.41,4
O00361,U09808,2024-11-23 00:00:00,completed,1638.35,6
O00362,U04399,2024-08-07 00:00:00,completed,821.95,3
O00363,U09903,2024-09-01 00:00:00,completed,1418.26,4
O00364,U03882,2024-10-03 00:00:00,completed,878.21,1
O00365,U05705,2024-01-04 00:00:00,completed,1906.38,1
O00366,U07680,2024-04-07 00:00:00,completed,1150.6,3
O00367,U01405,2024-12-04 00:00:00,pending,463.25,6
O00368,U06691,2024-09-02 00:00:00,cancelled,441.37,5
O00369,U07630,2024-12-30 00:00:00,completed,815.63,6
O00370,U04092,2024-01-16 00:00:00,completed,1403.39,1
O00371,U03663,2024-01-23 00:00:00,cancelled,1516.14,4
O00372,U01987,2024-12-25 00:00:00,completed,1138.11,3
O00373,U08814,2024-05-29 00:00:00,completed,50.01,1
O00374,U09838,2024-05-26 00:00:00,completed,259.92,3
O00375,U09785,2024-12-22 00:00:00,cancelled,1299.1,2
O00376,U05445,2024-03-15 00:00:00,completed,1478.79,4
O00377,U05521,2024-05-25 00:00:00,refunded,395.47,7
O00378,U04653,2024-10-25 00:00:00,completed,1082.83,5
O00379,U00220,2024-05-01 00:00:00,completed,499.27,6
O00380,U03480,2024-10-15 00:00:00,completed,601.17,7
O00381,U00940,2024-03-05 00:00:00,completed,686.5,1
O00382,U09225,2024-06-10 00:00:00,completed,668.29,6
O00383,U04464,2024-04-02 00:00:00,completed,1212.6,6
O00384,U05802,2024-07-18 00:00:00,completed,1685.27,5
O00385,U06300,2024-01-11 00:00:00,completed,1662.47,6
O00386,U05438,2024-10-27 00:00:00,cancelled,1197.58,4
O00387,U06662,2024-05-27 00:00:00,pending,518.36,3
O00388,U03305,2024-09-14 00:00:00,completed,1846.63,2
O00389,U02776,2024-04-17 00:00:00,completed,1413.62,1
O00390,U04127,2024-06-19 00:00:00,completed,1034.09,7
O00391,U01783,2024-03-21 00:00:00,completed,438.96,1
O00392,U00120,2024-09-18 00:00:00,completed,1445.95,6
O00393,U06655,2024-06-18 00:00:00,completed,73.41,3
O00394,U00130,2024-02-29 00:00:00,completed,331.66,2
O00395,U06211,2024-11-25 00:00:00,completed,1308.97,2
O00396,U03283,2024-03-30 00:00:00,completed,1632.22,6
O00397,U00226,2024-12-09 00:00:00,cancelled,922.2,2
O00398,U08153,2024-08-02 00:00:00,completed,1196.03,3
O00399,U00604,2024-11-20 00:00:00,cancelled,363.37,6
O00400,U05359,2024-02-04 00:00:00,pending,1859.15,7
O00401,U06171,2024-06-19 00:00:00,completed,162.36,2
O00402,U04534,2024-05-31 00:00:00,completed,1531.36,7
O00403,U08290,2024-05-15 00:00:00,completed,324.8,7
O00404,U01843,2024-01-25 00:00:00,pending,759.15,3
O00405,U08573,2024-02-10 00:00:00,completed,1257.74,5
O00406,U00456,2024-06-09 00:00:00,pending,1190.82,4
O00407,U02721,2024-05-07 00:00:00,completed,648.14,7
O00408,U03896,2024-07-29 00:00:00,completed,1440.84,3
O00409,U03379,2024-11-17 00:00:00,completed,563.27,7
O00410,U08625,2024-11-16 00:00:00,cancelled,362.89,1
O00411,U05354,2024-08-28 00:00:00,completed,991.73,4
O00412,U08164,2024-09-27 00:00:00,pending,1645.52,1
O00413,U07255,2024-10-24 00:00:00,completed,910.43,6
O00414,U07439,2024-07-20 00:00:00,completed,1517.52,4
O00415,U00816,2024-09-14 00:00:00,pending,220.25,2
O00416,U08811,2024-12-13 00:00:00,cancelled,198.31,1
O00417,U01409,2024-12-01 00:00:00,completed,866.08,2
O00418,U01979,2024-10-12 00:00:00,cancelled,1715.2,6
O00419,U04054,2024-07-28 00:00:00,completed,1313.02,3
O00420,U08468,2024-10-22 00:00:00,completed,1762.61,6
O00421,U00346,2024-11-23 00:00:00,pending,186.71,2
O00422,U03798,2024-04-14 00:00:00,cancelled,1350.81,6
O00423,U01813,2024-07-12 00:00:00,completed,68.99,7
O00424,U00564,2024-01-24 00:00:00,completed,438.42,5
O00425,U00837,2024-03-27 00:00:00,pending,1436.55,6
O00426,U05682,2024-12-19 00:00:00,completed,1833.35,3
O00427,U08624,2024-04-13 00:00:00,pending,1146.35,3
O00428,U06968,2024-01-21 00:00:00,cancelled,768.83,2
O00429,U02107,2024-07-23 00:00:00,completed,1186.46,4
O00430,U04052,2024-02-16 00:00:00,completed,438.52,3
O00431,U08665,2024-08-13 00:00:00,completed,156.05,6
O00432,U00958,2024-11-10 00:00:00,pending,897.01,5
O00433,U02565,2024-05-04 00:00:00,cancelled,313.58,6
O00434,U09735,2024-07-01 00:00:00,completed,405.21,7
O00435,U08258,2024-05-15 00:00:00,completed,1859.72,4
O00436,U04603,2024-10-11 00:00:00,completed,50.7,3
O00437,U03199,2024-04-10 00:00:00,completed,242.31,6
O00438,U04421,2024-11-12 00:00:00,pending,574.83,3
O00439,U01763,2024-06-06 00:00:00,completed,1254.9,5
O00440,U07587,2024-10-12 00:00:00,completed,1709.49,1
O00441,U09784,2024-04-09 00:00:00,completed,1840.81,2
O00442,U05920,2024-12-23 00:00:00,cancelled,1981.63,7
O00443,U05188,2024-11-09 00:00:00,cancelled,313.78,2
O00444,U07891,2024-08-21 00:00:00,cancelled,1643.0,7
O00445,U04468,2024-07-01 00:00:00,cancelled,1879.25,7
O00446,U05922,2024-07-18 00:00:00,completed,1449.36,6
O00447,U00547,2024-12-09 00:00:00,refunded,1210.54,1
O00448,U05258,2024-10-14 00:00:00,completed,816.57,5
O00449,U07162,2024-06-21 00:00:00,completed,964.27,1
O00450,U05936,2024-06-23 00:00:00,completed,671.31,7
O00451,U02534,2024-09-14 00:00:00,completed,1811.29,5
