user_id,country,device_type,signup_date,customer_segment
U00055,KSA,Mobile,2024-04-25 00:00:00,New
U00056,Egypt,Mobile,2024-11-07 00:00:00,Returning
U00057,UAE,Mobile,2024-03-05 00:00:00,New
U00058,UAE,Desktop,2024-11-05 00:00:00,New
U00059,UAE,Mobile,2024-07-12 00:00:00,Returning
U00060,UAE,Mobile,2024-12-07 00:00:00,New
U00061,UAE,Mobile,2024-06-09 00:00:00,New
U00062,UAE,Mobile,2024-11-01 00:00:00,Returning
U00063,Oman,Mobile,2024-12-26 00:00:00,New
U00064,UAE,Mobile,2024-10-04 00:00:00,New
U00065,UAE,Mobile,2024-10-22 00:00:00,New
U00066,KSA,Desktop,2024-02-08 00:00:00,VIP
U00067,UAE,Desktop,2024-12-26 00:00:00,Returning
U00068,Oman,Desktop,2024-06-17 00:00:00,New
U00069,UAE,Mobile,2024-03-08 00:00:00,New
U00070,Egypt,Desktop,2024-01-07 00:00:00,New
U00071,Qatar,Desktop,2024-03-25 00:00:00,New
U00072,UAE,Desktop,2024-07-17 00:00:00,Returning
U00073,UAE,Mobile,2024-05-11 00:00:00,New
U00074,Oman,Mobile,2024-03-16 00:00:00,New
U00075,Qatar,Tablet,2024-09-06 00:00:00,Returning
U00076,Qatar,Mobile,2024-12-12 00:00:00,Returning
U00077,Qatar,Mobile,2024-07-27 00:00:00,Returning
U00078,UAE,Mobile,2024-03-24 00:00:00,Returning
U00079,UAE,Mobile,2024-08-10 00:00:00,Returning
U00080,UAE,Tablet,2024-09-09 00:00:00,New
U00081,Kuwait,Mobile,2024-01-31 00:00:00,New
U00082,KSA,Mobile,2024-12-20 00:00:00,New
U00083,UAE,Desktop,2024-07-19 00:00:00,New
U00084,UAE,Mobile,2024-02-21 00:00:00,Returning
U00085,UAE,Mobile,2024-03-12 00:00:00,New
U00086,UAE,Mobile,2024-01-21 00:00:00,New
U00087,Qatar,Desktop,2024-01-16 00:00:00,New
U00088,KSA,Mobile,2024-01-16 00:00:00,New
U00089,Kuwait,Desktop,2024-06-23 00:00:00,Returning
U00090,UAE,Mobile,2024-11-07 00:00:00,Returning
U00091,UAE,Mobile,2024-12-03 00:00:00,New
U00092,Qatar,Mobile,2024-03-18 00:00:00,New
U00093,Qatar,Mobile,2024-08-27 00:00:00,Returning
U00094,KSA,Desktop,2024-02-06 00:00:00,Returning
U00095,Qatar,Desktop,2024-08-19 00:00:00,New
U00096,UAE,Mobile,2024-07-31 00:00:00,Returning
U00097,KSA,Mobile,2024-07-11 00:00:00,VIP
U00098,UAE,Desktop,2024-02-29 00:00:00,VIP
U00099,UAE,Mobile,2024-07-07 00:00:00,Returning
U00100,UAE,Mobile,2024-09-23 00:00:00,Returning
U00101,UAE,Tablet,2024-05-05 00:00:00,New
U00102,KSA,Mobile,2024-07-21 00:00:00,Returning
U00103,UAE,Tablet,2024-11-17 00:00:00,Returning
U00104,KSA,Mobile,2024-02-01 00:00:00,Returning
U00105,Egypt,Desktop,2024-11-07 00:00:00,Returning
U00106,UAE,Mobile,2024-09-17 00:00:00,New
U00107,UAE,Mobile,2024-12-11 00:00:00,New
U00108,Qatar,Mobile,2024-04-03 00:00:00,New
U00109,UAE,Mobile,2024-11-23 00:00:00,Returning
U00110,UAE,Mobile,2024-04-09 00:00:00,New
U00111,UAE,Mobile,2024-10-11 00:00:00,New
U00112,UAE,Mobile,2024-11-10 00:00:00,New
U00113,Egypt,Desktop,2024-01-25 00:00:00,Returning
U00114,Oman,Mobile,2024-12-18 00:00:00,Returning
U00115,KSA,Mobile,2024-12-22 00:00:00,Returning
U00116,Kuwait,Mobile,2024-04-26 00:00:00,Returning
U00117,Oman,Mobile,2024-07-17 00:00:00,New
U00118,UAE,Mobile,2024-10-05 00:00:00,Returning
U00119,Kuwait,Mobile,2024-03-10 00:00:00,New
U00120,KSA,Desktop,2024-11-30 00:00:00,New
U00121,Oman,Mobile,2024-03-19 00:00:00,Returning
U00122,Kuwait,Mobile,2024-12-19 00:00:00,Returning
U00123,UAE,Desktop,2024-01-14 00:00:00,Returning
U00124,UAE,Desktop,2024-01-29 00:00:00,New
U00125,UAE,Mobile,2024-05-23 00:00:00,New
U00126,UAE,Desktop,2024-12-08 00:00:00,New
U00127,Oman,Mobile,2024-01-10 00:00:00,New
U00128,Kuwait,Desktop,2024-02-16 00:00:00,New
U00129,UAE,Mobile,2024-09-16 00:00:00,New
U00130,KSA,Desktop,2024-01-12 00:00:00,New
U00131,UAE,Tablet,2024-10-24 00:00:00,Returning
U00132,UAE,Mobile,2024-08-13 00:00:00,VIP
U00133,UAE,Mobile,2024-09-16 00:00:00,Returning
U00134,UAE,Mobile,2024-03-24 00:00:00,Returning
U00135,Egypt,Mobile,2024-12-13 00:00:00,New
U00136,UAE,Mobile,2024-12-13 00:00:00,Returning
U00137,KSA,Mobile,2024-01-06 00:00:00,New
U00138,Qatar,Mobile,2024-09-03 00:00:00,New
U00139,UAE,Mobile,2024-02-04 00:00:00,New
U00140,Egypt,Mobile,2024-06-23 00:00:00,New
U00141,Egypt,Mobile,2024-03-05 00:00:00,Returning
U00142,UAE,Mobile,2024-05-26 00:00:00,New
U00143,UAE,Desktop,2024-02-26 00:00:00,Returning
U00144,UAE,Mobile,2024-07-11 00:00:00,VIP
U00145,UAE,Mobile,2024-01-13 00:00:00,New
U00146,UAE,Desktop,2024-01-18 00:00:00,New
U00147,KSA,Desktop,2024-09-02 00:00:00,Returning
U00148,KSA,Mobile,2024-06-11 00:00:00,New
U00149,UAE,Desktop,2024-12-08 00:00:00,New
U00150,UAE,Mobile,2024-04-23 00:00:00,Returning
U00151,Egypt,Desktop,2024-10-08 00:00:00,VIP
U00152,UAE,Mobile,2024-08-20 00:00:00,Returning
U00153,UAE,Mobile,2024-06-14 00:00:00,New
U00154,UAE,Mobile,2024-11-17 00:00:00,New
U00155,Egypt,Desktop,2024-01-26 00:00:00,New
U00156,UAE,Mobile,2024-05-05 00:00:00,New
U00157,KSA,Mobile,2024-11-08 00:00:00,New
U00158,Qatar,Mobile,2024-10-07 00:00:00,New
U00159,UAE,Desktop,2024-10-12 00:00:00,Returning
U00160,Qatar,Desktop,2024-10-09 00:00:00,Returning
U00161,UAE,Mobile,2024-05-18 00:00:00,Returning
U00162,KSA,Mobile,2024-04-10 00:00:00,Returning
U00163,KSA,Mobile,2024-01-11 00:00:00,New
U00164,KSA,Mobile,2024-08-03 00:00:00,New
U00165,UAE,Desktop,2024-01-30 00:00:00,Returning
U00166,Oman,Mobile,2024-04-03 00:00:00,VIP
U00167,UAE,Mobile,2024-04-25 00:00:00,New
U00168,UAE,Mobile,2024-09-27 00:00:00,New
U00169,UAE,Mobile,2024-10-17 00:00:00,Returning
U00170,KSA,Mobile,2024-02-08 00:00:00,New
U00171,KSA,Mobile,2024-01-24 00:00:00,New
U00172,UAE,Mobile,2024-09-20 00:00:00,New
U00173,KSA,Mobile,2024-02-12 00:00:00,Returning
U00174,UAE,Mobile,2024-06-18 00:00:00,New
U00175,KSA,Mobile,2024-12-05 00:00:00,Returning
U00176,UAE,Mobile,2024-06-17 00:00:00,New
U00177,KSA,Desktop,2024-10-29 00:00:00,New
U00178,UAE,Mobile,2024-01-26 00:00:00,Returning
U00179,Egypt,Mobile,2024-06-28 00:00:00,New
U00180,UAE,Desktop,2024-05-29 00:00:00,New
U00181,UAE,Desktop,2024-05-12 00:00:00,New
U00182,UAE,Mobile,2024-05-22 00:00:00,Returning
U00183,Egypt,Mobile,2024-06-12 00:00:00,New
U00184,Kuwait,Mobile,2024-04-10 00:00:00,New
U00185,UAE,Mobile,2024-03-03 00:00:00,Returning
U00186,KSA,Mobile,2024-04-02 00:00:00,New
U00187,Oman,Desktop,2024-07-25 00:00:00,New
U00188,KSA,Desktop,2024-11-06 00:00:00,Returning
U00189,KSA,Mobile,2024-03-12 00:00:00,New
U00190,UAE,Mobile,2024-02-29 00:00:00,New
U00191,UAE,Mobile,2024-01-29 00:00:00,Returning
U00192,Kuwait,Mobile,2024-01-19 00:00:00,Returning
U00193,Egypt,Mobile,2024-03-13 00:00:00,New
U00194,KSA,Desktop,2024-12-22 00:00:00,New
U00195,UAE,Mobile,2024-09-02 00:00:00,Returning
U00196,UAE,Desktop,2024-11-08 00:00:00,New
U00197,Qatar,Desktop,2024-11-19 00:00:00,New
U00198,Kuwait,Desktop,2024-03-27 00:00:00,New
U00199,Kuwait,Mobile,2024-12-24 00:00:00,Returning
U00200,Qatar,Mobile,2024-07-01 00:00:00,New
U00201,KSA,Mobile,2024-07-15 00:00:00,Returning
U00202,UAE,Mobile,2024-08-31 00:00:00,Returning
U00203,UAE,Mobile,2024-11-23 00:00:00,New
U00204,Kuwait,Mobile,2024-04-27 00:00:00,New
U00205,KSA,Mobile,2024-03-22 00:00:00,VIP
U00206,UAE,Mobile,2024-09-03 00:00:00,New
U00207,UAE,Desktop,2024-08-21 00:00:00,New
U00208,KSA,Mobile,2024-12-30 00:00:00,Returning
U00209,UAE,Mobile,2024-06-01 00:00:00,New
U00210,UAE,Mobile,2024-09-28 00:00:00,New
U00211,KSA,Tablet,2024-02-04 00:00:00,New
U00212,KSA,Mobile,2024-07-31 00:00:00,New
U00213,KSA,Mobile,2024-07-29 00:00:00,New
U00214,UAE,Mobile,2024-05-18 00:00:00,Returning
U00215,Qatar,Desktop,2024-07-07 00:00:00,VIP
U00216,UAE,Desktop,2024-10-26 00:00:00,New
U00217,UAE,Mobile,2024-09-08 00:00:00,New
U00218,Qatar,Mobile,2024-05-29 00:00:00,New
U00219,KSA,Mobile,2024-12-06 00:00:00,New
U00220,Oman,Mobile,2024-08-06 00:00:00,New
U00221,KSA,Desktop,2024-03-22 00:00:00,New
U00222,KSA,Desktop,2024-07-08 00:00:00,Returning
U00223,UAE,Tablet,2024-08-21 00:00:00,New
U00224,UAE,Mobile,2024-06-24 00:00:00,New
U00225,UAE,Mobile,2024-08-19 00:00:00,New
U00226,UAE,Mobile,2024-12-23 00:00:00,New
U00227,Egypt,Desktop,2024-03-03 00:00:00,Returning
U00228,UAE,Desktop,2024-08-24 00:00:00,New
U00229,Kuwait,Mobile,2024-02-02 00:00:00,VIP
U00230,KSA,Mobile,2024-07-31 00:00:00,New
U00231,Qatar,Mobile,2024-02-29 00:00:00,Returning
U00232,KSA,Mobile,2024-01-02 00:00:00,VIP
U00233,KSA,Desktop,2024-02-26 00:00:00,New
U00234,UAE,Mobile,2024-10-27 00:00:00,New
U00235,UAE,Desktop,2024-10-13 00:00:00,Returning
U00236,Qatar,Mobile,2024-05-17 00:00:00,New
U00237,UAE,Desktop,2024-10-05 00:00:00,Returning
U00238,UAE,Mobile,2024-08-01 00:00:00,New
U00239,KSA,Desktop,2024-08-26 00:00:00,New
U00240,UAE,Mobile,2024-10-11 00:00:00,New
U00241,Egypt,Mobile,2024-01-31 00:00:00,Returning
U00242,Egypt,Mobile,2024-07-24 00:00:00,New
U00243,Egypt,Mobile,2024-09-30 00:00:00,New
U00244,UAE,Mobile,2024-01-11 00:00:00,New
U00245,UAE,Mobile,2024-12-24 00:00:00,New
U00246,Egypt,Tablet,2024-02-16 00:00:00,New
U00247,UAE,Mobile,2024-01-03 00:00:00,New
U00248,Egypt,Desktop,2024-05-09 00:00:00,Returning
U00249,Egypt,Tablet,2024-03-12 00:00:00,Returning
U00250,Kuwait,Mobile,2024-06-07 00:00:00,New
U00251,UAE,Desktop,2024-05-09 00:00:00,New
U00252,UAE,Mobile,2024-01-22 00:00:00,New
U00253,Kuwait,Mobile,2024-05-14 00:00:00,Returning
U00254,UAE,Mobile,2024-01-20 00:00:00,New
U00255,UAE,Desktop,2024-08-07 00:00:00,New
U00256,KSA,Mobile,2024-11-28 00:00:00,New
U00257,Egypt,Mobile,2024-05-09 00:00:00,Returning
U00258,KSA,Mobile,2024-02-01 00:00:00,VIP
U00259,KSA,Desktop,2024-03-30 00:00:00,New
U00260,UAE,Mobile,2024-09-15 00:00:00,New
U00261,KSA,Desktop,2024-10-24 00:00:00,New
U00262,Egypt,Desktop,2024-11-28 00:00:00,New
U00263,UAE,Desktop,2024-09-05 00:00:00,New
U00264,KSA,Desktop,2024-06-21 00:00:00,Returning
U00265,Kuwait,Desktop,2024-12-22 00:00:00,New
U00266,Qatar,Mobile,2024-02-16 00:00:00,Returning
U00267,KSA,Mobile,2024-07-15 00:00:00,New
U00268,Qatar,Mobile,2024-02-03 00:00:00,Returning
U00269,UAE,Mobile,2024-09-10 00:00:00,New
U00270,UAE,Mobile,2024-09-04 00:00:00,New
U00271,Oman,Mobile,2024-02-11 00:00:00,Returning
U00272,Oman,Mobile,2024-10-15 00:00:00,New
U00273,Kuwait,Tablet,2024-05-02 00:00:00,New
U00274,Egypt,Mobile,2024-01-27 00:00:00,Returning
U00275,KSA,Desktop,2024-02-28 00:00:00,New
U00276,KSA,Mobile,2024-05-26 00:00:00,New
U00277,Qatar,Mobile,2024-04-24 00:00:00,Returning
U00278,KSA,Desktop,2024-07-17 00:00:00,VIP
U00279,Qatar,Mobile,2024-05-07 00:00:00,Returning
U00280,Qatar,Mobile,2024-06-01 00:00:00,New
U00281,Kuwait,Mobile,2024-09-27 00:00:00,Returning
U00282,UAE,Mobile,2024-12-04 00:00:00,Returning
U00283,UAE,Desktop,2024-03-23 00:00:00,Returning
U00284,UAE,Desktop,2024-01-23 00:00:00,Returning
U00285,KSA,Mobile,2024-01-11 00:00:00,New
U00286,UAE,Mobile,2024-07-05 00:00:00,New
U00287,UAE,Mobile,2024-04-25 00:00:00,Returning
U00288,KSA,Mobile,2024-06-10 00:00:00,VIP
U00289,UAE,Mobile,2024-04-12 00:00:00,New
U00290,KSA,Mobile,2024-08-30 00:00:00,VIP
U00291,UAE,Mobile,2024-01-07 00:00:00,Returning
U00292,UAE,Mobile,2024-12-27 00:00:00,Returning
U00293,Oman,Mobile,2024-06-20 00:00:00,Returning
U00294,UAE,Desktop,2024-09-12 00:00:00,Returning
U00295,UAE,Mobile,2024-09-03 00:00:00,Returning
U00296,KSA,Tablet,2024-07-10 00:00:00,Returning
U00297,Qatar,Desktop,2024-04-23 00:00:00,New
U00298,UAE,Mobile,2024-01-23 00:00:00,New
U00299,KSA,Mobile,2024-12-23 00:00:00,New
U00300,UAE,Desktop,2024-11-09 00:00:00,New
U00301,UAE,Desktop,2024-10-02 00:00:00,New
U00302,KSA,Desktop,2024-05-15 00:00:00,Returning
U00303,KSA,Mobile,2024-12-22 00:00:00,Returning
U00304,KSA,Tablet,2024-07-13 00:00:00,New
U00305,Qatar,Mobile,2024-09-14 00:00:00,Returning
U00306,Egypt,Desktop,2024-10-04 00:00:00,New
U00307,KSA,Desktop,2024-03-10 00:00:00,New
U00308,UAE,Mobile,2024-12-24 00:00:00,Returning
U00309,Qatar,Desktop,2024-12-25 00:00:00,New
U00310,UAE,Mobile,2024-02-05 00:00:00,Returning
U00311,UAE,Tablet,2024-04-17 00:00:00,New
U00312,UAE,Mobile,2024-01-24 00:00:00,New
U00313,UAE,Tablet,2024-05-19 00:00:00,Returning
U00314,Egypt,Mobile,2024-01-22 00:00:00,New
U00315,Oman,Desktop,2024-12-04 00:00:00,VIP
U00316,KSA,Mobile,2024-11-24 00:00:00,New
U00317,UAE,Mobile,2024-07-22 00:00:00,New
U00318,UAE,Mobile,2024-08-11 00:00:00,Returning
U00319,UAE,Desktop,2024-08-10 00:00:00,Returning
U00320,UAE,Mobile,2024-03-21 00:00:00,New
U00321,KSA,Mobile,2024-11-25 00:00:00,New
U00322,Qatar,Mobile,2024-07-09 00:00:00,Returning
U00323,KSA,Tablet,2024-10-12 00:00:00,New
U00324,UAE,Mobile,2024-05-26 00:00:00,New
U00325,Egypt,Mobile,2024-10-08 00:00:00,Returning
U00326,Qatar,Mobile,2024-01-11 00:00:00,New
U00327,KSA,Mobile,2024-10-02 00:00:00,New
U00328,KSA,Mobile,2024-02-25 00:00:00,New
U00329,UAE,Mobile,2024-06-21 00:00:00,Returning
U00330,UAE,Desktop,2024-10-29 00:00:00,Returning
U00331,UAE,Desktop,2024-07-22 00:00:00,Returning
U00332,Qatar,Mobile,2024-12-10 00:00:00,New
U00333,UAE,Mobile,2024-09-04 00:00:00,New
U00334,UAE,Desktop,2024-11-09 00:00:00,New
U00335,UAE,Mobile,2024-09-22 00:00:00,New
U00336,UAE,Desktop,2024-01-22 00:00:00,New
U00337,Kuwait,Mobile,2024-11-22 00:00:00,New
U00338,Qatar,Mobile,2024-01-24 00:00:00,Returning
U00339,UAE,Mobile,2024-07-12 00:00:00,Returning
U00340,UAE,Desktop,2024-04-05 00:00:00,New
U00341,UAE,Mobile,2024-09-19 00:00:00,Returning
U00342,UAE,Mobile,2024-03-12 00:00:00,Returning
U00343,UAE,Mobile,2024-08-30 00:00:00,New
U00344,UAE,Desktop,2024-02-07 00:00:00,New
U00345,UAE,Desktop,2024-03-29 00:00:00,Returning
U00346,KSA,Mobile,2024-01-28 00:00:00,New
U00347,KSA,Mobile,2024-04-01 00:00:00,New
U00348,UAE,Desktop,2024-02-23 00:00:00,New
U00349,UAE,Mobile,2024-06-07 00:00:00,New
U00350,KSA,Mobile,2024-08-15 00:00:00,VIP
U00351,KSA,Mobile,2024-02-10 00:00:00,Returning
U00352,Kuwait,Desktop,2024-02-06 00:00:00,New
U00353,KSA,Mobile,2024-05-04 00:00:00,Returning
U00354,UAE,Desktop,2024-06-27 00:00:00,Returning
U00355,UAE,Mobile,2024-11-27 00:00:00,Returning
U00356,KSA,Mobile,2024-02-06 00:00:00,New
U00357,UAE,Desktop,2024-04-10 00:00:00,New
U00358,KSA,Mobile,2024-01-31 00:00:00,New
U00359,Egypt,Mobile,2024-07-08 00:00:00,New
U00360,KSA,Mobile,2024-05-25 00:00:00,New
U00361,UAE,Desktop,2024-03-30 00:00:00,New
U00362,KSA,Desktop,2024-01-06 00:00:00,New
U00363,UAE,Tablet,2024-05-18 00:00:00,New
U00364,KSA,Desktop,2024-04-04 00:00:00,Returning
U00365,Egypt,Mobile,2024-04-28 00:00:00,New
U00366,UAE,Mobile,2024-04-29 00:00:00,Returning
U00367,Egypt,Desktop,2024-05-02 00:00:00,Returning
U00368,Egypt,Mobile,2024-10-11 00:00:00,New
U00369,UAE,Mobile,2024-06-27 00:00:00,New
U00370,UAE,Mobile,2024-11-20 00:00:00,Returning
U00371,UAE,Mobile,2024-01-07 00:00:00,New
U00372,UAE,Desktop,2024-11-07 00:00:00,Returning
U00373,UAE,Mobile,2024-05-06 00:00:00,Returning
U00374,KSA,Mobile,2024-03-17 00:00:00,New
U00375,UAE,Tablet,2024-08-21 00:00:00,New
U00376,UAE,Mobile,2024-11-13 00:00:00,New
U00377,Oman,Mobile,2024-03-14 00:00:00,Returning
U00378,UAE,Mobile,2024-09-27 00:00:00,Returning
U00379,Oman,Desktop,2024-11-04 00:00:00,Returning
U00380,UAE,Desktop,2024-04-29 00:00:00,New
U00381,UAE,Desktop,2024-02-04 00:00:00,New
U00382,KSA,Desktop,2024-07-25 00:00:00,New
U00383,KSA,Mobile,2024-09-26 00:00:00,Returning
U00384,Kuwait,Desktop,2024-04-02 00:00:00,New
U00385,Qatar,Desktop,2024-06-25 00:00:00,New
U00386,Oman,Mobile,2024-09-30 00:00:00,Returning
U00387,UAE,Mobile,2024-06-27 00:00:00,New
U00388,UAE,Tablet,2024-05-08 00:00:00,New
U00389,Qatar,Desktop,2024-05-04 00:00:00,New
U00390,Oman,Desktop,2024-01-27 00:00:00,New
U00391,Egypt,Desktop,2024-03-04 00:00:00,Returning
U00392,UAE,Mobile,2024-02-29 00:00:00,New
U00393,UAE,Mobile,2024-08-06 00:00:00,New
U00394,Qatar,Mobile,2024-08-04 00:00:00,New
U00395,UAE,Mobile,2024-06-17 00:00:00,New
U00396,Egypt,Desktop,2024-05-28 00:00:00,New
U00397,Kuwait,Mobile,2024-09-26 00:00:00,New
U00398,UAE,Mobile,2024-04-25 00:00:00,Returning
U00399,Qatar,Mobile,2024-09-01 00:00:00,New
U00400,Qatar,Mobile,2024-05-27 00:00:00,Returning
U00401,UAE,Mobile,2024-04-01 00:00:00,New
U00402,Egypt,Mobile,2024-03-25 00:00:00,Returning
U00403,KSA,Mobile,2024-03-27 00:00:00,New
U00404,Oman,Mobile,2024-04-29 00:00:00,New
U00405,UAE,Tablet,2024-12-05 00:00:00,VIP
U00406,Kuwait,Mobile,2024-01-24 00:00:00,New
U00407,UAE,Mobile,2024-03-29 00:00:00,New
U00408,UAE,Mobile,2024-02-06 00:00:00,New
U00409,Egypt,Mobile,2024-12-07 00:00:00,New
U00410,UAE,Mobile,2024-09-27 00:00:00,New
U00411,UAE,Desktop,2024-01-12 00:00:00,New
U00412,Egypt,Desktop,2024-04-04 00:00:00,Returning
U00413,Egypt,Mobile,2024-01-31 00:00:00,Returning
U00414,KSA,Mobile,2024-12-15 00:00:00,Returning
U00415,KSA,Desktop,2024-08-20 00:00:00,New
U00416,UAE,Desktop,2024-12-05 00:00:00,New
U00417,UAE,Desktop,2024-11-23 00:00:00,Returning
U00418,UAE,Mobile,2024-10-26 00:00:00,New
U00419,KSA,Mobile,2024-10-12 00:00:00,Returning
U00420,Qatar,Mobile,2024-02-04 00:00:00,New
U00421,Qatar,Mobile,2024-01-21 00:00:00,New
U00422,Qatar,Mobile,2024-04-20 00:00:00,Returning
U00423,UAE,Mobile,2024-11-14 00:00:00,Returning
U00424,UAE,Mobile,2024-12-13 00:00:00,Returning
U00425,UAE,Desktop,2024-05-24 00:00:00,Returning
U00426,KSA,Desktop,2024-01-12 00:00:00,Returning
U00427,UAE,Mobile,2024-08-31 00:00:00,New
U00428,Kuwait,Desktop,2024-05-25 00:00:00,VIP
U00429,UAE,Mobile,2024-08-26 00:00:00,Returning
U00430,UAE,Desktop,2024-04-01 00:00:00,Returning
U00431,UAE,Mobile,2024-11-11 00:00:00,New
U00432,Qatar,Mobile,2024-11-18 00:00:00,Returning
U00433,KSA,Mobile,2024-04-24 00:00:00,New
U00434,UAE,Mobile,2024-01-15 00:00:00,New
U00435,UAE,Desktop,2024-09-28 00:00:00,New
U00436,Qatar,Mobile,2024-01-22 00:00:00,New
U00437,UAE,Mobile,2024-04-27 00:00:00,New
U00438,Oman,Mobile,2024-04-04 00:00:00,Returning
U00439,Qatar,Mobile,2024-09-13 00:00:00,Returning
U00440,UAE,Mobile,2024-11-26 00:00:00,New
U00441,UAE,Desktop,2024-09-18 00:00:00,Returning
U00442,Egypt,Desktop,2024-03-27 00:00:00,New
U00443,UAE,Desktop,2024-11-13 00:00:00,New
U00444,UAE,Tablet,2024-02-27 00:00:00,New
U00445,Oman,Mobile,2024-08-17 00:00:00,Returning
U00446,Egypt,Desktop,2024-04-17 00:00:00,New
U00447,Egypt,Mobile,2024-01-19 00:00:00,New
U00448,Qatar,Desktop,2024-12-30 00:00:00,New
U00449,UAE,Mobile,2024-05-20 00:00:00,Returning
U00450,UAE,Tablet,2024-06-08 00:00:00,Returning
U00451,Qatar,Desktop,2024-04-09 00:00:00,New
U00452,KSA,Tablet,2024-09-21 00:00:00,New
U00453,UAE,Desktop,2024-08-25 00:00:00,Returning
U00454,Egypt,Desktop,2024-08-25 00:00:00,Returning
U00455,UAE,Desktop,2024-02-18 00:00:00,New
U00456,UAE,Mobile,2024-06-13 00:00:00,Returning
U00457,UAE,Mobile,2024-10-13 00:00:00,VIP
U00458,UAE,Mobile,2024-02-28 00:00:00,New
U00459,UAE,Mobile,2024-07-01 00:00:00,New
U00460,UAE,Mobile,2024-05-26 00:00:00,New
U00461,UAE,Mobile,2024-10-27 00:00:00,Returning
U00462,KSA,Mobile,2024-04-05 00:00:00,New
U00463,Qatar,Tablet,2024-02-12 00:00:00,New
U00464,KSA,Desktop,2024-12-19 00:00:00,Returning
U00465,Egypt,Mobile,2024-09-13 00:00:00,Returning
U00466,UAE,Mobile,2024-07-31 00:00:00,New
U00467,UAE,Mobile,2024-07-07 00:00:00,New
U00468,Kuwait,Mobile,2024-05-10 00:00:00,New
U00469,UAE,Desktop,2024-12-12 00:00:00,Returning
U00470,Egypt,Mobile,2024-10-26 00:00:00,Returning
U00471,UAE,Mobile,2024-10-15 00:00:00,New
U00472,Egypt,Desktop,2024-05-16 00:00:00,New
U00473,UAE,Desktop,2024-01-30 00:00:00,Returning
U00474,Kuwait,Mobile,2024-05-25 00:00:00,New
U00475,KSA,Desktop,2024-11-07 00:00:00,Returning
U00476,Egypt,Mobile,2024-04-14 00:00:00,New
U00477,UAE,Mobile,2024-10-13 00:00:00,Returning
U00478,KSA,Mobile,2024-07-09 00:00:00,New
U00479,Egypt,Mobile,2024-06-26 00:00:00,New
