session_id,user_id,session_date,pages_visited,session_duration_min
S000161,U07462,2024-01-25 00:00:00,11,58.5745363804881
S000162,U00757,2024-05-16 00:00:00,4,5.51334087046703
S000163,U07434,2024-03-31 00:00:00,8,12.5374481547758
S000164,U08239,2024-08-21 00:00:00,14,5.166478688399
S000165,U06782,2024-08-20 00:00:00,3,16.3912923737745
S000166,U05287,2024-03-12 00:00:00,9,14.2251561228861
S000167,U09629,2024-11-11 00:00:00,18,1.43956096961408
S000168,U00203,2024-08-08 00:00:00,9,18.2329988939642
S000169,U06559,2024-04-12 00:00:00,5,40.7603152102801
S000170,U04315,2024-04-09 00:00:00,7,19.3510274564469
S000171,U05624,2024-09-02 00:00:00,5,17.3462895196831
S000172,U03494,2024-09-17 00:00:00,4,1.0
S000173,U04244,2024-11-06 00:00:00,4,15.5586795821807
S000174,U08480,2024-09-10 00:00:00,5,3.7545026137149
S000175,U07671,2024-01-14 00:00:00,12,21.82105867067
S000176,U05934,2024-12-25 00:00:00,9,10.4601942166285
S000177,U08083,2024-10-31 00:00:00,8,9.17642388073725
S000178,U03724,2024-09-11 00:00:00,7,25.7409703553722
S000179,U06350,2024-01-05 00:00:00,9,11.5076702174489
S000180,U01471,2024-01-22 00:00:00,9,11.4863495155514
S000181,U03075,2024-03-19 00:00:00,8,15.6671192122833
S000182,U05705,2024-07-08 00:00:00,7,19.7462226886771
S000183,U04522,2024-02-11 00:00:00,5,15.1903102711234
S000184,U07080,2024-05-22 00:00:00,7,44.987876818212
S000185,U03079,2024-01-30 00:00:00,9,1.0
S000186,U01279,2024-10-04 00:00:00,12,5.58992763498803
S000187,U08215,2024-05-23 00:00:00,7,29.9260824989418
S000188,U06486,2024-12-23 00:00:00,3,8.04577433526737
S000189,U06048,2024-09-20 00:00:00,15,49.0010328172669
S000190,U04007,2024-08-14 00:00:00,11,3.55476200290503
S000191,U01252,2024-02-26 00:00:00,6,3.91245344416236
S000192,U08855,2024-08-04 00:00:00,12,20.4455348953868
S000193,U07409,2024-12-04 00:00:00,14,10.199070107994
S000194,U01822,2024-09-27 00:00:00,7,13.6437848350792
S000195,U01208,2024-05-22 00:00:00,6,11.4672675634795
S000196,U08630,2024-01-17 00:00:00,8,16.6014308294797
S000197,U02823,2024-11-17 00:00:00,7,5.54127629462883
S000198,U08135,2024-01-20 00:00:00,3,13.716926619338
S000199,U04746,2024-08-19 00:00:00,8,1.0
S000200,U04184,2024-04-03 00:00:00,6,19.9354552115076
S000201,U00332,2024-06-30 00:00:00,10,1.34548922683045
S000202,U01210,2024-06-18 00:00:00,10,6.07757836027024
S000203,U00466,2024-03-16 00:00:00,5,1.91084693050425
S000204,U01903,2024-06-06 00:00:00,5,22.2614477117534
S000205,U07225,2024-05-21 00:00:00,6,22.9394379294164
S000206,U08553,2024-10-20 00:00:00,8,1.10896045516563
S000207,U08528,2024-01-29 00:00:00,4,13.8684074682297
S000208,U00765,2024-06-13 00:00:00,7,21.959581041979
S000209,U05629,2024-05-06 00:00:00,11,14.6613739499297
S000210,U01199,2024-10-25 00:00:00,6,1.0
S000211,U09181,2024-05-08 00:00:00,4,14.6195729338775
S000212,U01963,2024-10-25 00:00:00,6,15.4739846125645
S000213,U01490,2024-02-27 00:00:00,5,6.21527373719012
S000214,U04837,2024-11-12 00:00:00,12,11.5644625929562
S000215,U09990,2024-06-23 00:00:00,8,8.46105397057912
S000216,U01529,2024-04-03 00:00:00,7,12.6991737119258
S000217,U03663,2024-01-16 00:00:00,6,21.4488390272717
S000218,U04221,2024-04-15 00:00:00,9,9.74536957961722
S000219,U00358,2024-11-21 00:00:00,6,8.72369863913164
S000220,U04689,2024-03-30 00:00:00,10,16.9966302059959
S000221,U09452,2024-01-20 00:00:00,9,1.0
S000222,U06740,2024-03-13 00:00:00,7,11.364061075732
S000223,U04541,2024-04-14 00:00:00,6,14.5296833331401
S000224,U01430,2024-08-21 00:00:00,7,24.2219301046239
S000225,U05378,2024-03-16 00:00:00,7,14.2833491137469
S000226,U05337,2024-08-15 00:00:00,8,10.2296958638934
S000227,U03380,2024-01-22 00:00:00,5,4.485633555399
S000228,U00914,2024-10-05 00:00:00,13,9.05164455650995
S000229,U04815,2024-07-15 00:00:00,8,11.8340867699771
S000230,U04343,2024-07-06 00:00:00,6,1.74340494434059
S000231,U06295,2024-05-03 00:00:00,9,7.1304121646404
S000232,U01699,2024-09-14 00:00:00,15,29.0701252418602
S000233,U01343,2024-02-17 00:00:00,9,1.0
S000234,U06632,2024-12-30 00:00:00,8,21.3832557789005
S000235,U06911,2024-10-14 00:00:00,10,2.46963084210468
S000236,U03676,2024-11-25 00:00:00,6,12.8836937083011
S000237,U07809,2024-01-06 00:00:00,7,1.48032005074681
S000238,U05715,2024-03-13 00:00:00,8,34.0303277755566
S000239,U01262,2024-05-16 00:00:00,8,1.45209767245361
S000240,U03638,2024-05-12 00:00:00,8,3.58835465021724
S000241,U03482,2024-10-27 00:00:00,9,8.33006273116007
S000242,U04369,2024-08-22 00:00:00,5,1.0
S000243,U09389,2024-07-21 00:00:00,12,8.63126890106845
S000244,U04462,2024-11-08 00:00:00,8,4.76231331144328
S000245,U04266,2024-12-30 00:00:00,10,27.0888345638928
S000246,U09016,2024-08-19 00:00:00,11,1.19542802566797
S000247,U05123,2024-03-17 00:00:00,6,28.5401782451903
S000248,U04239,2024-06-03 00:00:00,6,6.4819626767216
S000249,U02836,2024-09-24 00:00:00,11,3.77847621057281
S000250,U08049,2024-06-28 00:00:00,6,5.82646182647587
S000251,U01544,2024-01-09 00:00:00,2,1.63676125007234
S000252,U09688,2024-01-27 00:00:00,7,4.48778419566907
S000253,U09487,2024-07-04 00:00:00,6,41.9735893277079
S000254,U00815,2024-03-24 00:00:00,9,15.4740284417388
S000255,U09463,2024-02-04 00:00:00,7,2.97227478626894
S000256,U08949,2024-06-07 00:00:00,11,3.34295788219504
S000257,U06557,2024-06-05 00:00:00,6,13.3505533220053
S000258,U03002,2024-09-08 00:00:00,8,15.3542662919676
S000259,U00780,2024-08-02 00:00:00,4,42.4630967679571
S000260,U07082,2024-10-21 00:00:00,12,1.20480966341209
S000261,U06337,2024-11-15 00:00:00,12,3.2745474078898
S000262,U07613,2024-12-28 00:00:00,7,3.47589139086085
S000263,U07977,2024-02-23 00:00:00,4,40.9781441794211
S000264,U02588,2024-10-16 00:00:00,11,21.0670379797895
S000265,U07553,2024-11-10 00:00:00,5,27.6355779729215
S000266,U07560,2024-10-27 00:00:00,9,6.70178829027471
S000267,U04036,2024-03-20 00:00:00,10,2.76895287845401
S000268,U01573,2024-09-17 00:00:00,11,1.4280356221356
S000269,U08076,2024-03-14 00:00:00,5,1.09985318758619
S000270,U05164,2024-05-23 00:00:00,10,1.63139660854474
S000271,U08544,2024-09-11 00:00:00,7,6.60684268313611
S000272,U09287,2024-12-11 00:00:00,9,6.92087743243352
S000273,U02118,2024-12-25 00:00:00,6,2.96650877822485
S000274,U09171,2024-11-03 00:00:00,10,19.7482304923234
S000275,U08877,2024-10-11 00:00:00,8,28.2577207759659
S000276,U09325,2024-07-03 00:00:00,11,1.0
S000277,U03938,2024-07-08 00:00:00,10,19.7585729269306
S000278,U04582,2024-10-10 00:00:00,11,18.2121428323216
S000279,U04669,2024-07-03 00:00:00,3,2.72722805530427
S000280,U06745,2024-02-21 00:00:00,11,2.79843418369146
S000281,U09988,2024-04-16 00:00:00,8,9.77992010764507
S000282,U02755,2024-04-25 00:00:00,8,7.87484414164464
S000283,U09435,2024-02-21 00:00:00,14,5.84451671148678
S000284,U04201,2024-08-21 00:00:00,6,1.90721563120887
S000285,U07081,2024-11-10 00:00:00,12,3.42622487246228
S000286,U04445,2024-05-06 00:00:00,6,7.34866109134144
S000287,U02231,2024-01-19 00:00:00,15,10.2055743232378
S000288,U01918,2024-04-23 00:00:00,6,3.22732549728274
S000289,U00112,2024-02-09 00:00:00,13,7.44428137214887
S000290,U01927,2024-01-08 00:00:00,13,6.04928991679968
S000291,U02335,2024-06-28 00:00:00,11,24.0239132447325
S000292,U07580,2024-03-19 00:00:00,9,8.21472533708156
S000293,U02276,2024-04-16 00:00:00,7,6.9128353883898
S000294,U03257,2024-02-08 00:00:00,6,10.8704940678439
S000295,U09943,2024-04-11 00:00:00,6,10.2820541869594
S000296,U04729,2024-09-01 00:00:00,7,2.69590313691359
S000297,U02016,2024-09-07 00:00:00,6,7.80110929007211
S000298,U07080,2024-08-20 00:00:00,7,1.96335726097536
S000299,U07321,2024-08-11 00:00:00,8,13.5449563367499
S000300,U06682,2024-12-15 00:00:00,9,19.2459621566994
S000301,U08697,2024-11-29 00:00:00,7,8.67094347384677
S000302,U02714,2024-09-15 00:00:00,8,22.9642731474115
S000303,U05901,2024-05-29 00:00:00,9,8.90389621198504
S000304,U03070,2024-10-20 00:00:00,12,3.47636985259275
S000305,U09418,2024-02-24 00:00:00,6,1.0
S000306,U01319,2024-02-22 00:00:00,2,1.0
S000307,U08188,2024-11-17 00:00:00,9,20.9169121304386
S000308,U00764,2024-09-22 00:00:00,5,3.46968814143044
S000309,U07425,2024-05-10 00:00:00,8,8.84757595217368
S000310,U01453,2024-02-05 00:00:00,8,4.8454726586596
S000311,U03676,2024-09-30 00:00:00,5,2.87481471626537
S000312,U04971,2024-06-04 00:00:00,13,5.12962892929833
S000313,U08620,2024-03-15 00:00:00,7,10.4080295663771
S000314,U05113,2024-07-14 00:00:00,9,6.37195643114235
S000315,U07563,2024-10-14 00:00:00,14,32.2985368371257
S000316,U05499,2024-11-12 00:00:00,7,2.11108982439682
S000317,U00216,2024-12-06 00:00:00,6,1.0
S000318,U07827,2024-11-01 00:00:00,7,3.62593732240106
S000319,U08457,2024-01-29 00:00:00,7,2.2856410814963
S000320,U08900,2024-05-05 00:00:00,7,24.4653057809788
S000321,U00037,2024-10-22 00:00:00,4,2.94940431869998
S000322,U06421,2024-05-16 00:00:00,10,20.5784477818759
S000323,U09710,2024-04-12 00:00:00,11,4.56700394526979
S000324,U03983,2024-06-26 00:00:00,8,51.7118333069139
S000325,U07924,2024-11-06 00:00:00,5,7.6706411028303
S000326,U02215,2024-09-10 00:00:00,8,12.3556407246706
S000327,U08169,2024-02-09 00:00:00,10,44.8892359667401
S000328,U06972,2024-10-18 00:00:00,7,14.5873948060103
S000329,U02848,2024-11-30 00:00:00,9,5.33043283621338
S000330,U06008,2024-12-09 00:00:00,7,16.2060886296275
S000331,U05667,2024-08-26 00:00:00,5,7.5595962361419
S000332,U01226,2024-05-22 00:00:00,4,1.0
S000333,U01539,2024-02-02 00:00:00,10,17.5124231438867
S000334,U09646,2024-02-21 00:00:00,10,29.0877415080854
S000335,U03489,2024-09-28 00:00:00,6,11.5884146766082
S000336,U04794,2024-10-02 00:00:00,4,16.7593874863016
S000337,U05413,2024-05-13 00:00:00,10,42.8521053041898
S000338,U01563,2024-05-03 00:00:00,8,61.4751424604506
S000339,U01109,2024-05-08 00:00:00,7,4.18050785938825
S000340,U00261,2024-07-16 00:00:00,5,1.26520715281061
S000341,U02970,2024-04-15 00:00:00,10,1.12969791002517
S000342,U00366,2024-01-03 00:00:00,12,3.91971481254982
S000343,U01657,2024-04-17 00:00:00,8,19.2013514028804
S000344,U08336,2024-08-15 00:00:00,7,12.5282222124476
S000345,U01064,2024-05-21 00:00:00,3,9.75031382940522
S000346,U01145,2024-03-05 00:00:00,6,5.78268007724665
S000347,U06147,2024-02-27 00:00:00,9,14.3566509352765
S000348,U01157,2024-11-22 00:00:00,8,5.91578845191524
S000349,U07073,2024-09-11 00:00:00,7,3.86940279073781
S000350,U09166,2024-04-01 00:00:00,8,8.48500517154402
S000351,U08955,2024-08-11 00:00:00,9,1.00972393886502
S000352,U09560,2024-05-02 00:00:00,8,9.31935553257926
S000353,U01479,2024-12-24 00:00:00,6,3.61745439294131
S000354,U09197,2024-04-08 00:00:00,4,21.3942553640326
S000355,U03677,2024-10-11 00:00:00,7,2.29754851817487
S000356,U01078,2024-11-02 00:00:00,12,18.3664727701557
S000357,U01365,2024-06-27 00:00:00,12,18.1135265463984
S000358,U03418,2024-05-25 00:00:00,12,1.0
S000359,U00781,2024-01-01 00:00:00,13,1.0
S000360,U07328,2024-01-08 00:00:00,15,50.1180060280401
S000361,U02140,2024-09-22 00:00:00,11,1.0
S000362,U08330,2024-02-21 00:00:00,10,13.7029605056825
S000363,U03893,2024-04-06 00:00:00,8,3.77075729794351
S000364,U09308,2024-03-24 00:00:00,6,4.23203333878909
S000365,U01586,2024-02-17 00:00:00,6,21.6099106015843
S000366,U02798,2024-01-18 00:00:00,12,1.84557460677901
S000367,U00066,2024-06-27 00:00:00,7,2.86993424654485
S000368,U00020,2024-04-26 00:00:00,10,5.7887963927927
S000369,U08981,2024-05-09 00:00:00,8,15.0944235483246
S000370,U07633,2024-11-20 00:00:00,6,7.07900540617424
S000371,U04110,2024-01-05 00:00:00,7,8.49276775140231
S000372,U08969,2024-10-18 00:00:00,15,12.7332253240945
S000373,U04044,2024-02-03 00:00:00,9,8.78518790456102
S000374,U01694,2024-11-28 00:00:00,6,5.45369801012881
S000375,U09965,2024-03-16 00:00:00,8,14.8052682027599
S000376,U09171,2024-01-22 00:00:00,5,8.60726878496971
S000377,U09753,2024-03-22 00:00:00,15,8.68841391748733
S000378,U09981,2024-12-29 00:00:00,13,19.347098820144
S000379,U06159,2024-03-28 00:00:00,5,5.64782156780577
S000380,U06374,2024-08-22 00:00:00,3,6.39280721597733
S000381,U09052,2024-06-01 00:00:00,6,26.2192191018761
S000382,U05821,2024-11-05 00:00:00,11,2.64766290598554
S000383,U06674,2024-05-20 00:00:00,10,6.35562489306033
S000384,U07922,2024-09-14 00:00:00,9,9.81656592126132
S000385,U05024,2024-01-05 00:00:00,6,10.3505716691224
S000386,U02447,2024-02-15 00:00:00,14,5.48517987328591
S000387,U09536,2024-04-15 00:00:00,10,2.29900924719414
S000388,U01094,2024-12-01 00:00:00,10,18.8292761713101
S000389,U04321,2024-10-05 00:00:00,12,3.19662960295397
S000390,U09091,2024-04-10 00:00:00,8,10.5746163200407
S000391,U03129,2024-09-03 00:00:00,8,3.54345308915022
S000392,U05238,2024-08-24 00:00:00,8,32.2832649031373
S000393,U06820,2024-10-23 00:00:00,7,24.1454291929486
S000394,U00983,2024-10-06 00:00:00,4,18.8784833275207
S000395,U04289,2024-10-27 00:00:00,5,10.9466650960512
S000396,U04338,2024-01-31 00:00:00,9,5.74002672207497
S000397,U07629,2024-04-05 00:00:00,8,2.74058535423819
S000398,U03188,2024-07-30 00:00:00,3,12.7403870786611
S000399,U03544,2024-01-09 00:00:00,9,1.89391746380485
S000400,U03516,2024-05-27 00:00:00,5,7.17141514750026
S000401,U03715,2024-01-05 00:00:00,8,13.6105613213057
S000402,U07492,2024-04-27 00:00:00,9,18.7613271174031
S000403,U01147,2024-03-17 00:00:00,10,9.60981636165515
S000404,U05675,2024-10-01 00:00:00,16,34.292588856172
S000405,U03264,2024-02-29 00:00:00,8,6.6355393389179
S000406,U03804,2024-06-20 00:00:00,8,7.91051902155228
S000407,U07307,2024-01-10 00:00:00,7,8.03143698754542
S000408,U00362,2024-02-05 00:00:00,9,32.3732034021038
S000409,U06488,2024-08-17 00:00:00,10,7.89947512523679
S000410,U07640,2024-09-25 00:00:00,10,5.36519395638788
S000411,U04933,2024-11-05 00:00:00,6,24.8690326988784
S000412,U02807,2024-07-11 00:00:00,12,1.0
S000413,U00737,2024-09-20 00:00:00,6,1.54059525043626
S000414,U09443,2024-08-15 00:00:00,10,20.2215093425963
S000415,U08157,2024-06-27 00:00:00,7,2.15574056262218
S000416,U07034,2024-02-25 00:00:00,9,1.0
S000417,U08757,2024-06-05 00:00:00,12,3.65809792546964
S000418,U01693,2024-04-16 00:00:00,7,4.46282599601926
S000419,U08061,2024-08-17 00:00:00,4,5.77456950559576
S000420,U09175,2024-03-27 00:00:00,5,9.93435093620629
S000421,U05037,2024-12-27 00:00:00,7,1.12154159516025
S000422,U01915,2024-02-24 00:00:00,8,5.26724548316992
S000423,U05401,2024-03-03 00:00:00,10,10.4806321443891
S000424,U02597,2024-01-28 00:00:00,7,9.01058988318752
S000425,U01420,2024-12-23 00:00:00,8,23.0482316797013
S000426,U04637,2024-11-07 00:00:00,7,41.7786328901255
S000427,U03131,2024-07-24 00:00:00,11,1.7173994275402
S000428,U07975,2024-02-21 00:00:00,7,14.4118415594863
S000429,U00987,2024-02-08 00:00:00,11,11.800834476258
S000430,U08323,2024-04-05 00:00:00,9,12.4934825372008
S000431,U03794,2024-11-23 00:00:00,5,4.66018119765137
S000432,U07794,2024-02-11 00:00:00,7,7.23470736656225
S000433,U05493,2024-11-10 00:00:00,5,4.16063052182001
S000434,U03258,2024-06-21 00:00:00,6,12.3569439352739
S000435,U09794,2024-01-31 00:00:00,4,7.81288777346332
S000436,U02128,2024-09-27 00:00:00,7,9.59906470741881
S000437,U06319,2024-07-18 00:00:00,5,28.3326500341736
S000438,U02120,2024-12-09 00:00:00,12,7.75609665077635
S000439,U08134,2024-04-19 00:00:00,10,7.07028140410865
S000440,U03103,2024-06-18 00:00:00,13,30.1815190246943
S000441,U07689,2024-09-18 00:00:00,12,8.79606507707812
S000442,U03615,2024-01-25 00:00:00,6,18.6980319388083
S000443,U07759,2024-05-07 00:00:00,5,2.39031159381358
S000444,U04044,2024-04-09 00:00:00,9,17.2488339240741
S000445,U09616,2024-09-23 00:00:00,9,5.87729034531894
S000446,U08424,2024-10-18 00:00:00,8,25.4809912285339
S000447,U08595,2024-06-19 00:00:00,8,8.3308306161247
S000448,U04523,2024-04-25 00:00:00,10,6.50005989541632
S000449,U03477,2024-03-28 00:00:00,8,11.6825259617674
S000450,U04305,2024-04-26 00:00:00,7,8.8577255728555
S000451,U04213,2024-05-16 00:00:00,9,2.76179956735374
S000452,U01881,2024-01-13 00:00:00,11,2.51833883120345
S000453,U01010,2024-04-09 00:00:00,11,1.0
S000454,U08577,2024-01-09 00:00:00,14,40.0784541765109
